比悲伤更悲伤的故事 比悲傷更悲傷的故事,https://movie.douban.com/subject/27624661/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2549523952.jpg,林孝谦,爱情,2019-03-14,台湾,汉语普通话,4.8,71402
印度合伙人 Padman,https://movie.douban.com/subject/27198855/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2540940050.jpg,R·巴尔基,剧情,2018-12-14,印度,印地语,7.6,53178
一个明星的诞生 A Star Is Born,https://movie.douban.com/subject/4058933/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2541979727.jpg,布莱德利·库珀,剧情,2018-08-31,美国,英语,7.2,62904
昨日青空,https://movie.douban.com/subject/26290410/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2533173724.jpg,奚超,爱情,2018-10-26,中国大陆,汉语普通话,6.1,40848
天气预爆,https://movie.douban.com/subject/26994789/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2543353290.jpg,肖央,喜剧,2018-12-21,中国大陆,汉语普通话,3.8,49958
嗝嗝老师 Hichki,https://movie.douban.com/subject/30140571/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2535365481.jpg,西达夫·马贺拉,剧情,2018-10-12,印度,印地语 ,7.5,48441
夏目友人帐 劇場版 夏目友人帳 ～うつせみに結ぶ～,https://movie.douban.com/subject/27166442/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2546745948.jpg,大森贵弘,剧情,2019-03-07,日本,日语,8.0,63108
与神同行2：因与缘 신과함께-인과 연,https://movie.douban.com/subject/27003543/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2527205786.jpg,金容华,动作,2018-08-01,韩国,韩语,7.5,54696
欧洲攻略,https://movie.douban.com/subject/26351812/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2529410377.jpg,马楚成,喜剧,2018-08-17,中国大陆 ,粤语 ,3.6,49640
铁血战士 The Predator,https://movie.douban.com/subject/25917789/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2537399580.jpg,沙恩·布莱克,动作,2018-10-26,美国 ,英语 ,4.9,38861
黄金兄弟,https://movie.douban.com/subject/27069427/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2535191502.jpg,钱嘉乐,动作,2018-09-21,中国大陆,粤语 ,5.0,37759
幸福的拉扎罗 Lazzaro felice,https://movie.douban.com/subject/27072795/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2521583093.jpg,阿莉切·罗尔瓦赫尔,剧情,2018-05-13,意大利 ,意大利语,8.6,53570
通勤营救 The Commuter,https://movie.douban.com/subject/7056414/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2517770792.jpg,佐米·希尔拉,动作,2018-03-30,美国 ,英语,6.6,49091
现在去见你 지금 만나러 갑니다,https://movie.douban.com/subject/27018285/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2515516851.jpg,李章焄,剧情,2018-03-14,韩国,韩语,8.2,52616
龙虾刑警,https://movie.douban.com/subject/26992383/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2523437806.jpg,李昕芸,喜剧,2018-06-22,中国大陆,汉语普通话,4.9,44148
罗马 Roma,https://movie.douban.com/subject/1950330/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2537733205.jpg,阿方索·卡隆,剧情,2019-05(中国,墨西哥 ,西班牙语 ,8.1,51568
巴斯特·斯克鲁格斯的歌谣 The Ballad of Buster Scruggs,https://movie.douban.com/subject/26952704/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2539127687.jpg,伊桑·科恩,喜剧,2018-08-31,美国,英语,8.4,49928
游侠索罗：星球大战外传 Solo: A Star Wars Story,https://movie.douban.com/subject/25900947/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2521436880.jpg,朗·霍华德,动作,2018-05-25,美国,英语,6.9,42378
黑镜：潘达斯奈基 Black Mirror: Bandersnatch,https://movie.douban.com/subject/30414462/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2543862640.jpg,大卫·斯雷德,剧情,2018-12-28,英国 ,英语,6.9,49846
妈妈咪鸭,https://movie.douban.com/subject/26603666/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2515018270.jpg,赵锐,喜剧,2018-03-09,中国大陆 ,汉语普通话 ,7.1,15923
宠儿 The Favourite,https://movie.douban.com/subject/26628282/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2532012274.jpg,欧格斯·兰斯莫斯,剧情,2018-08-30,爱尔兰 ,英语,7.4,45774
21克拉,https://movie.douban.com/subject/26691361/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2518945837.jpg,何念,喜剧,2018-04-20,中国大陆,汉语普通话,4.6,41192
阿尔法：狼伴归途 Alpha,https://movie.douban.com/subject/26810318/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2530871439.jpg,艾尔伯特·休斯,剧情,2018-09-07,美国,英语,6.5,27818
宝贝儿,https://movie.douban.com/subject/27039069/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2531326284.jpg,刘杰,剧情,2018-10-19,中国大陆,汉语普通话,5.2,33746
金蝉脱壳2：冥府 Escape Plan 2: Hades,https://movie.douban.com/subject/26905469/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2524134770.jpg,史蒂芬·C·米勒,动作,2018-06-29,美国 ,英语,3.2,31227
熊出没·变形记,https://movie.douban.com/subject/27176717/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2506889386.jpg,丁亮,喜剧,2018-02-16,中国大陆,汉语普通话,6.8,10842
游戏之夜 Game Night,https://movie.douban.com/subject/26949241/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2514235105.jpg,约翰·弗朗西斯·戴利,喜剧,2018-02-23,美国,英语,7.1,36363
猛虫过江,https://movie.douban.com/subject/26818314/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2523437699.jpg,小沈阳,喜剧,2018-06-15,中国大陆,汉语普通话,3.7,32312
此房是我造 The House That Jack Built,https://movie.douban.com/subject/26369884/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2543305779.jpg,拉斯·冯·提尔,喜剧,2018-05-14,丹麦 ,英语 ,7.3,33684
掠食城市 Mortal Engines,https://movie.douban.com/subject/4221462/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2543972440.jpg,克里斯蒂安·瑞沃斯,动作,2019-01-18,美国 ,英语,6.5,36676
云南虫谷,https://movie.douban.com/subject/26744597/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2542212636.jpg,非行,动作,2018-12-29,中国大陆,汉语普通话,3.2,31928
寄宿学校 Boarding School,https://movie.douban.com/subject/30201003/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2533613106.jpg,鲍兹·亚金,悬疑,2018-08-31,美国,英语,7.3,33563
哆啦A梦：大雄的金银岛 ドラえもん のび太の宝島,https://movie.douban.com/subject/27069070/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2523364763.jpg,今井一晓,动画,2018-06-01,日本,日语,6.5,28209
英雄本色2018,https://movie.douban.com/subject/26827040/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2508615612.jpg,丁晟,剧情,2018-01-18,中国大陆 ,汉语普通话,4.7,32549
大师兄 大師兄,https://movie.douban.com/subject/27201353/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2528842218.jpg,阚家伟,喜剧,2018-08-24,中国大陆 ,粤语,5.1,25726
一个小忙 A Simple Favor,https://movie.douban.com/subject/27072988/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2527824211.jpg,保罗·费格,剧情,2018-09-14,美国 ,英语,7.1,34681
叶问外传：张天志 葉問外傳：張天志,https://movie.douban.com/subject/26796664/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2542380253.jpg,袁和平,剧情,2018-12-21,中国大陆 ,汉语普通话 ,5.6,28663
红雀 Red Sparrow,https://movie.douban.com/subject/25704492/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2519628553.jpg,弗朗西斯·劳伦斯,剧情,2018-03-02,美国,英语 ,6.3,31808
修女 The Nun,https://movie.douban.com/subject/26825664/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2528357976.jpg,科林·哈迪,悬疑,2018-09-07,美国,英语 ,5.9,29166
超感猎杀：完结特别篇 Sense8 Finale Special,https://movie.douban.com/subject/27040774/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2520264840.jpg,拉娜·沃卓斯基,剧情,2018-06-08,美国,英语,9.2,29143
登月第一人 First Man,https://movie.douban.com/subject/3026559/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2532776305.jpg,达米恩·查泽雷,剧情,2018-08-29,美国 ,英语,7.7,28012
我想吃掉你的胰脏 君の膵臓をたべたい,https://movie.douban.com/subject/27107140/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2545571306.jpg,牛岛新一郎,爱情,2019-01-18,日本,日语,6.9,28572
朝花夕誓 さよならの朝に約束の花をかざろう,https://movie.douban.com/subject/27083561/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2545561196.jpg,冈田麿里,动画,2019-02-22,日本,日语,6.9,27984
的士速递5 Taxi 5,https://movie.douban.com/subject/27615564/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2529136453.jpg,弗兰克·盖思堂彼得,喜剧,2018-08-03,法国,法语 ,5.4,18811
五十度飞 Fifty Shades Freed,https://movie.douban.com/subject/26323032/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2504300654.jpg,詹姆斯·弗雷,剧情,2018-02-09,美国,英语,5.5,22529
小森林 리틀 포레스트,https://movie.douban.com/subject/26877492/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2512152196.jpg,林顺礼,剧情,2018-02-28,韩国,韩语,7.3,21376
泄密者 洩密者們,https://movie.douban.com/subject/27195080/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2524686290.jpg,邱礼涛,剧情,2018-06-15,香港,粤语 ,5.3,21788
妈妈咪呀2 Mamma Mia! Here We Go Again,https://movie.douban.com/subject/27050259/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2528272481.jpg,欧·帕克,喜剧,2018-08-03,英国 ,英语 ,7.0,18225
克里斯托弗·罗宾 Christopher Robin,https://movie.douban.com/subject/26359235/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2523016274.jpg,马克·福斯特,喜剧,2018-08-03,美国,英语,8.0,20233
